GeneID	cat	group	phylalist	orderlist	genuslist	specieslist
FPPGKPMM_03831	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03832	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Parabacteroides	caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_03833	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Parabacteroides	caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_03834	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_03835	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, ovatus, sp., xylanisolvens
FPPGKPMM_03836	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03837	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03838	multiphyla	Bacteria	Bacteroidetes, Proteobacteria	Bacteroidales, Enterobacterales	Bacteroides, Escherichia, Parabacteroides, Phocaeicola, Salmonella	ovatus, sp., xylanisolvens, coli, distasonis, vulgatus, enterica
FPPGKPMM_03839	multiphyla	Bacteria	Bacteroidetes, Proteobacteria	Bacteroidales, Enterobacterales	Bacteroides, Escherichia, Parabacteroides, Salmonella	sp., xylanisolvens, coli, distasonis, enterica
FPPGKPMM_03840	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03841	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03842	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03843	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03844	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03845	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03846	multiphyla	Bacteria	Bacteroidetes, Proteobacteria	Bacteroidales, Enterobacterales	Bacteroides, Escherichia	ovatus, sp., xylanisolvens, coli
FPPGKPMM_03847	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03848	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03849	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03850	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, finegoldii, fragilis, ovatus, sp., xylanisolvens
FPPGKPMM_03851	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, ovatus, sp., xylanisolvens
FPPGKPMM_03852	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, ovatus, sp., xylanisolvens
FPPGKPMM_03853	multiphyla	Bacteria	Bacteroidetes, Proteobacteria	Bacteroidales, Enterobacterales	Bacteroides, Escherichia	fragilis, ovatus, sp., xylanisolvens, coli
FPPGKPMM_03854	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03855	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, ovatus, sp., xylanisolvens
FPPGKPMM_03856	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Bacteroides, Phocaeicola	fragilis, ovatus, sp., xylanisolvens, vulgatus
FPPGKPMM_03857	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03858	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03859	multiphyla	Bacteria	Bacteroidetes, Firmicutes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03861	multiphyla	Bacteria	Bacteroidetes, Proteobacteria	Bacteroidales, Enterobacterales	Bacteroides, Escherichia	ovatus, sp., xylanisolvens, coli
FPPGKPMM_03862	multiphyla	Bacteria	Bacteroidetes, Proteobacteria	Bacteroidales, Enterobacterales	Bacteroides, Escherichia	caccae, caecimuris, faecis, finegoldii, fragilis, intestinigallinarum, ovatus, sp., thetaiotaomicron, xylanisolvens, coli
FPPGKPMM_03863	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, finegoldii, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens, zhangwenhongi
FPPGKPMM_03864	multiphyla	Bacteria	Bacteroidetes, Proteobacteria	Bacteroidales, Enterobacterales	Bacteroides, Escherichia	finegoldii, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens, coli
FPPGKPMM_03865	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, sp., xylanisolvens
FPPGKPMM_03866	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03867	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03868	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03869	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03870	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, sp., xylanisolvens
FPPGKPMM_03871	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, ovatus, sp., xylanisolvens
FPPGKPMM_03872	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03873	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03874	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03875	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03876	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03877	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, ovatus, sp., xylanisolvens
FPPGKPMM_03878	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, faecis, fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens
FPPGKPMM_03879	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_03880	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, sp., xylanisolvens
FPPGKPMM_03881	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03882	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, finegoldii, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_03883	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, sp., xylanisolvens
FPPGKPMM_03884	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03885	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03886	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, ovatus, sp., xylanisolvens
FPPGKPMM_03887	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	xylanisolvens
FPPGKPMM_03888	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, ovatus, sp., xylanisolvens
FPPGKPMM_03889	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, ovatus, sp., xylanisolvens
FPPGKPMM_03890	multiphyla	Bacteria	Bacteroidetes, Proteobacteria	Bacteroidales, Enterobacterales	Bacteroides, Escherichia	acidifaciens, caccae, caecimuris, faecis, finegoldii, fragilis, graminisolvens, intestinigallinarum, ovatus, pyogenes, sp., thetaiotaomicron, coli
FPPGKPMM_03891	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_03892	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, fragilis, intestinigallinarum, ovatus, sp., thetaiotaomicron, xylanisolvens
FPPGKPMM_03893	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_03894	multiphyla	Bacteria	Bacteroidetes, Proteobacteria	Bacteroidales, Enterobacterales	Bacteroides, Escherichia	caecimuris, finegoldii, ovatus, sp., xylanisolvens, coli
FPPGKPMM_03896	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03897	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, ovatus, sp., xylanisolvens
FPPGKPMM_03898	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_03899	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., thetaiotaomicron, xylanisolvens
FPPGKPMM_03900	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, ovatus, sp., xylanisolvens
FPPGKPMM_03901	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, ovatus, sp., xylanisolvens
FPPGKPMM_03902	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03903	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, ovatus, sp., xylanisolvens
FPPGKPMM_03904	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03905	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03906	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03907	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03908	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, ovatus, sp., xylanisolvens
FPPGKPMM_03909	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caccae, caecimuris, congonensis, finegoldii, fragilis, ovatus, sp., thetaiotaomicron, xylanisolvens, zhangwenhongi
FPPGKPMM_03910	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, ovatus, sp., xylanisolvens
FPPGKPMM_03911	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caccae, caecimuris, ovatus, sp., thetaiotaomicron
FPPGKPMM_03912	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, ovatus, sp., uniformis, xylanisolvens
FPPGKPMM_03913	multigenus	Bacteroidales	Bacteroidetes	Bacteroidales	Alistipes, Bacteroides, Phocaeicola	sp., acidifaciens, caecimuris, fragilis, ovatus, xylanisolvens, dorei
FPPGKPMM_03914	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, ovatus, sp., xylanisolvens
FPPGKPMM_03915	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, ovatus, sp., xylanisolvens
FPPGKPMM_03916	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, ovatus, sp., xylanisolvens
FPPGKPMM_03917	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caccae, caecimuris, fragilis, ovatus, sp.
FPPGKPMM_03918	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03919	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, sp., xylanisolvens
FPPGKPMM_03920	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, sp., xylanisolvens
FPPGKPMM_03921	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03922	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, sp., xylanisolvens
FPPGKPMM_03923	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03924	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, ovatus, sp., xylanisolvens
FPPGKPMM_03925	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03926	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03927	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03928	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03929	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03930	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03931	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03932	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, sp., xylanisolvens
FPPGKPMM_03933	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, sp., xylanisolvens
FPPGKPMM_03934	multiphyla	Bacteria	Bacteroidetes, Proteobacteria	Bacteroidales, Enterobacterales	Bacteroides, Escherichia	sp., xylanisolvens, coli
FPPGKPMM_03935	multiphyla	Bacteria	Bacteroidetes, Proteobacteria	Bacteroidales, Enterobacterales	Bacteroides, Escherichia	sp., xylanisolvens, coli
FPPGKPMM_03936	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03937	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03938	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, sp., xylanisolvens
FPPGKPMM_03939	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, sp., xylanisolvens
FPPGKPMM_03940	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03941	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, sp., xylanisolvens
FPPGKPMM_03942	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03943	multiphyla	Bacteria	Bacteroidetes, Actinobacteria	Bacteroidales, Coriobacteriales	Bacteroides, Collinsella	acidifaciens, caccae, caecimuris, faecis, finegoldii, fragilis, intestinigallinarum, ovatus, sp., thetaiotaomicron, xylanisolvens
FPPGKPMM_03944	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caccae, caecimuris, congonensis, faecis, finegoldii, fragilis, intestinigallinarum, ovatus, sp., thetaiotaomicron, xylanisolvens
FPPGKPMM_03945	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, finegoldii, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_03946	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, finegoldii, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_03947	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, ovatus, sp., xylanisolvens
FPPGKPMM_03948	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, ovatus, sp., xylanisolvens
FPPGKPMM_03949	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, ovatus, sp., xylanisolvens
FPPGKPMM_03950	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, ovatus, sp.
FPPGKPMM_03951	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_03952	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, intestinigallinarum, sp., xylanisolvens
FPPGKPMM_03953	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, ovatus, sp., xylanisolvens
FPPGKPMM_03954	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03955	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03956	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, ovatus, sp., xylanisolvens
FPPGKPMM_03957	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, ovatus, sp., xylanisolvens
FPPGKPMM_03958	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	finegoldii, ovatus, sp., xylanisolvens
FPPGKPMM_03959	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03960	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03961	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03962	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_03964	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, ovatus, sp., xylanisolvens
FPPGKPMM_03965	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, ovatus, sp., xylanisolvens
FPPGKPMM_03966	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03967	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03968	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_03969	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03970	unclassified	Bacteroides_sp.	Bacteroidetes	Bacteroidales	Bacteroides	sp.
FPPGKPMM_03971	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03972	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03973	multiphyla	Bacteria	Bacteroidetes, Actinobacteria, Proteobacteria	Bacteroidales, Actinomycetales, Enterobacterales, Rhizobiales	Bacteroides, Cellulomonas, Prevotella, Salmonella, Sinorhizobium	thetaiotaomicron, carbonis, sp., stercorea, enterica
FPPGKPMM_03974	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, caccae, caecimuris, congonensis, faecis, finegoldii, fragilis, intestinigallinarum, ovatus, sp., thetaiotaomicron, xylanisolvens, zhangwenhongi
FPPGKPMM_03975	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03976	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, ovatus, sp., xylanisolvens
FPPGKPMM_03977	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, ovatus, sp., xylanisolvens
FPPGKPMM_03978	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_03979	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_03980	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03981	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_03982	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, ovatus, sp., xylanisolvens
FPPGKPMM_03983	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, finegoldii, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_03984	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caccae, caecimuris, congonensis, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_03985	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caccae, caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_03986	singlespecies	Bacteroides_xylanisolvens	Bacteroidetes	Bacteroidales	Bacteroides	sp., xylanisolvens
FPPGKPMM_03987	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03988	unclassified	Bacteroides_sp.	Bacteroidetes	Bacteroidales	Bacteroides	sp.
FPPGKPMM_03989	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03990	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caccae, caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_03991	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, ovatus, sp., xylanisolvens
FPPGKPMM_03992	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_03993	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_03994	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caccae, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_03995	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, ovatus, sp., xylanisolvens
FPPGKPMM_03996	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_03997	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03998	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_03999	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_04000	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_04001	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_04002	multispecies	Bacteroides	Bacteroidetes, Bacteriophage	Bacteroidales	Bacteroides	acidifaciens, caecimuris, faecis, finegoldii, fragilis, intestinigallinarum, ovatus, sp., thetaiotaomicron, xylanisolvens
FPPGKPMM_04003	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, intestinigallinarum, ovatus, sp.
FPPGKPMM_04004	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, fragilis, ovatus, sp., xylanisolvens
FPPGKPMM_04005	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_04006	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_04007	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, ovatus, sp., xylanisolvens
FPPGKPMM_04008	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, ovatus, sp., xylanisolvens
FPPGKPMM_04009	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caccae, caecimuris, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_04010	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, ovatus, sp., xylanisolvens
FPPGKPMM_04011	multiphyla	Bacteria	Bacteroidetes, Firmicutes	Bacteroidales	Bacteroides	caccae, caecimuris, finegoldii, fragilis, intestinigallinarum, ovatus, sp., xylanisolvens
FPPGKPMM_04012	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	caecimuris, finegoldii, ovatus, sp., xylanisolvens
FPPGKPMM_04013	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	ovatus, sp., xylanisolvens
FPPGKPMM_04014	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, caecimuris, congonensis, ovatus, sp., xylanisolvens
FPPGKPMM_04015	multispecies	Bacteroides	Bacteroidetes	Bacteroidales	Bacteroides	acidifaciens, bouchesdurhonensis, caccae, caecimuris, faecalis, faecichinchillae, finegoldii, fragilis, intestinigallinarum, ovatus, sp., thetaiotaomicron
