isolate	sample	site	host_site	host	genus_sp	classification	taxonomy_Genus	taxonomy_Species	Completeness	Contamination	GC	GC std	Genome.size	# ambiguous bases	# scaffolds	# contigs	Longest scaffold	Longest contig	N50 (scaffolds)	N50 (contigs)	Mean scaffold length	Mean contig length	Coding density	Translation table	predicted.genes	percent_mapped	coverage_mean	coverage_std	dataset	isolation_source	infection_status	included_analysis	isolate_old	clade	captive_clade	human_ape
GCA.000178215.1.ASM17821v1	SAMN00007489	siteUnknown	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0	0.4198479291251238	0.04606902327310132	6059812	6	236	236	213454	213454	60820	60820	25677.169491525423	25677.14406779661	0.9001160432039805	11	5026	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_000178215.1_ASM17821v1	cladeC	unassigned	human
GCA.009153275.1.ASM915327v1	SAMN11944337	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.28532901833873	0.24271844660194175	0.4182075763846481	0.04319246431166755	6219379	1	192	192	280514	280514	59954	59954	32392.598958333332	32392.59375	0.901469744808927	11	5068	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009153275.1_ASM915327v1	cladeA	unassigned	human
GCA.009102465.1.ASM910246v1	SAMN11944290	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.32362459546925565	0.4238037512042852	0.057075132390677456	6374113	0	224	224	244063	244063	59113	59113	28455.86160714286	28455.86160714286	0.8999272526232277	11	5384	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102465.1_ASM910246v1	cladeC	unassigned	human
GCA.009102135.1.ASM910213v1	SAMN11944315	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.32362459546925565	0.4236107027852034	0.05208738405858836	6377668	1	225	225	244066	244066	57410	57410	28345.19111111111	28345.18666666667	0.8997914284657025	11	5373	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102135.1_ASM910213v1	cladeC	unassigned	human
GCA.009102505.1.ASM910250v1	SAMN11944289	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.32362459546925565	0.42402134346794773	0.06538798176733064	6397097	11	223	223	244437	244437	57386	57386	28686.533632286995	28686.484304932736	0.8993338697224694	11	5381	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102505.1_ASM910250v1	cladeC	unassigned	human
GCA.009093945.1.ASM909394v1	SAMN11944335	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	100	4.075235109717869	0.4165925952182733	0.05383024679424181	6319350	1	306	306	314496	314496	56238	56238	20651.470588235294	20651.46732026144	0.9001815060093206	11	5239	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009093945.1_ASM909394v1	cladeA	unassigned	human
GCA.009102325.1.ASM910232v1	SAMN11944305	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.32362459546925565	0.4239818414378514	0.06370994138962156	6363941	1	232	232	198451	198451	55730	55730	27430.780172413793	27430.775862068964	0.8996851165024943	11	5367	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102325.1_ASM910232v1	cladeC	unassigned	human
GCA.009101725.1.ASM910172v1	SAMN11944299	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.32362459546925565	0.42399089948840163	0.0654511155998843	6384700	4	241	241	244065	244065	52553	52553	26492.53112033195	26492.514522821577	0.8998934953874105	11	5378	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009101725.1_ASM910172v1	cladeC	unassigned	human
GCA.009103215.1.ASM910321v1	SAMN11944303	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.32362459546925565	0.4238421025662	0.05541523686724796	6381463	4	254	254	198451	198451	50475	50475	25123.870078740158	25123.854330708662	0.8995445088375502	11	5395	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009103215.1_ASM910321v1	cladeC	unassigned	human
GCA.009102525.1.ASM910252v1	SAMN11944287	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.42826321467099	0.32362459546925565	0.42418977424549037	0.06279050412459182	6404792	3	271	271	198451	198451	48125	48125	23633.91881918819	23633.90774907749	0.898510053097743	11	5415	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102525.1_ASM910252v1	cladeC	unassigned	human
GCA.009102305.1.ASM910230v1	SAMN11944304	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.32362459546925565	0.4238582864478745	0.0556261266615919	6381159	5	264	264	310380	310380	48027	48027	24171.05681818182	24171.03787878788	0.8995072838648904	11	5394	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102305.1_ASM910230v1	cladeC	unassigned	human
GCA.015556195.1.ASM1555619v1	SAMN15532817	USA	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.10787486515641855	0.41980909707120634	0.03834386468589362	6434406	665	262	268	165995	156493	47580	46962	24558.801526717558	24006.496268656716	0.8972780082574833	11	5268	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_015556195.1_ASM1555619v1	unassigned	unassigned	human
GCA.009101615.1.ASM910161v1	SAMN11944319	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.41845640874766	0	0.42405466901385563	0.05495968172939047	6338362	0	327	327	206049	206049	46538	46538	19383.370030581038	19383.370030581038	0.8995863600091002	11	5450	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009101615.1_ASM910161v1	cladeC	unassigned	human
GCA.009101775.1.ASM910177v1	SAMN11944281	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.32362459546925565	0.4255160487776164	0.06203209620028706	6659765	317	348	348	198713	198713	46443	46443	19137.255747126437	19136.344827586207	0.8930923238282432	11	5914	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009101775.1_ASM910177v1	cladeC	unassigned	human
GCA.009102485.1.ASM910248v1	SAMN11944288	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.32362459546925565	0.42377296824883326	0.05410092471280043	6380125	13	258	258	196267	196267	45663	45663	24729.166666666668	24729.116279069767	0.8995116866832547	11	5398	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102485.1_ASM910248v1	cladeC	unassigned	human
GCA.009102185.1.ASM910218v1	SAMN11944314	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.13700107874865	0.32362459546925565	0.42367950761894546	0.05372428711608757	6368401	0	279	279	198646	198646	44902	44902	22825.810035842293	22825.810035842293	0.8994041047352389	11	5398	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102185.1_ASM910218v1	cladeC	unassigned	human
GCA.009153235.1.ASM915323v1	SAMN11944318	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.38903599097775	0.32362459546925565	0.4251781017644547	0.0541110652681327	6263976	1	321	321	183238	183238	44633	44633	19513.943925233645	19513.940809968848	0.8992885668782894	11	5397	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009153235.1_ASM915323v1	cladeC	unassigned	human
GCA.009101745.1.ASM910174v1	SAMN11944282	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.46062567421791	0.32362459546925565	0.4242450652876333	0.06240623379642722	6390970	20	300	300	244081	244081	43340	43340	21303.233333333334	21303.166666666668	0.8996072583661009	11	5427	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009101745.1_ASM910174v1	cladeC	unassigned	human
GCA.009101985.1.ASM910198v1	SAMN11944328	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.10463861920174	1.1288334103868085	0.4198903758711209	0.05329919081320587	6568449	187	354	357	190380	190380	41094	40218	18554.9406779661	18398.49299719888	0.8972471278988389	11	5628	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009101985.1_ASM910198v1	cladeC	unassigned	human
GCA.000178295.1.ASM17829v1	SAMN00007492	siteUnknown	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	98.70550161812298	0.16181229773462782	0.41985575015160664	0.0452542600524654	6050198	1	305	305	212910	212910	40148	40148	19836.71475409836	19836.711475409837	0.9003368154232307	11	5097	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_000178295.1_ASM17829v1	cladeC	unassigned	human
GCA.009102215.1.ASM910221v1	SAMN11944311	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.13700107874865	0.08090614886731391	0.42432992380571805	0.054576545973441463	6316243	21	417	418	198646	198646	38038	38038	15146.865707434054	15110.578947368422	0.8999701246452995	11	5457	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102215.1_ASM910221v1	cladeC	unassigned	human
GCA.009102385.1.ASM910238v1	SAMN11944295	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.39590075512405	0.8629989212513484	0.4244006053168085	0.05991505694615336	6349128	56	384	385	198451	198451	37495	37495	16534.1875	16491.096103896103	0.900790155750522	11	5417	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102385.1_ASM910238v1	cladeC	unassigned	human
GCA.009101685.1.ASM910168v1	SAMN11944297	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	98.97518878101403	0.32362459546925565	0.42418666284481804	0.05535282302457342	6384419	74	376	376	198713	198713	37461	37461	16979.837765957447	16979.64095744681	0.9002847400836317	11	5475	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009101685.1_ASM910168v1	cladeC	unassigned	human
GCA.009093835.1.ASM909383v1	SAMN11944336	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.0776699029126	0.24271844660194175	0.4183367211015948	0.044034855195161204	6200247	0	326	326	127197	127197	36015	36015	19019.162576687115	19019.162576687115	0.9018885860514911	11	5081	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009093835.1_ASM909383v1	cladeA	unassigned	human
GCA.009102545.1.ASM910254v1	SAMN11944286	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	98.91585760517798	0.32362459546925565	0.4243796355004166	0.05732173928100699	6357596	3	365	365	198646	198646	36000	36000	17418.07123287671	17418.06301369863	0.9008790429590052	11	5442	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102545.1_ASM910254v1	cladeC	unassigned	human
GCA.009102165.1.ASM910216v1	SAMN11944312	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.25304828217448	0.32362459546925565	0.42402308137129235	0.050581343390599096	6322328	0	449	449	198646	198646	35899	35899	14080.90868596882	14080.90868596882	0.8991469597907606	11	5511	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102165.1_ASM910216v1	cladeC	unassigned	human
GCA.009102245.1.ASM910224v1	SAMN11944307	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	98.66504854368932	0.53166897827092	0.42412916927604394	0.05044453158537717	6321751	0	442	442	198451	198451	35832	35832	14302.60407239819	14302.60407239819	0.9000414600321968	11	5467	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102245.1_ASM910224v1	cladeC	unassigned	human
GCA.009102285.1.ASM910228v1	SAMN11944306	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	98.16612729234089	0.32362459546925565	0.42442161636608516	0.04886146657467038	6273950	0	512	512	198646	198646	35092	35092	12253.80859375	12253.80859375	0.8996577913435715	11	5516	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102285.1_ASM910228v1	cladeC	unassigned	human
GCA.009102785.1.ASM910278v1	SAMN11944270	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	97.69918323316381	0.5393743257820928	0.420528465807528	0.04466288908790448	6359276	4617	290	390	180404	168747	40281	30559	21928.537931034483	16293.997435897436	0.8952732984069256	11	5404	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102785.1_ASM910278v1	cladeC	unassigned	human
GCA.009101505.1.ASM910150v1	SAMN11944284	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	98.17421790722763	1.6720604099244876	0.4247205472193469	0.04887337264662273	6292034	5	577	577	198451	198451	29753	29753	10904.738301559792	10904.729636048527	0.9009717684297319	11	5559	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009101505.1_ASM910150v1	cladeC	unassigned	human
GCA.009102145.1.ASM910214v1	SAMN11944313	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	97.63176144244105	0.1274884770030401	0.42515932662703076	0.0457545557568181	6144767	0	617	617	174695	174695	28617	28617	9959.103727714748	9959.103727714748	0.8993255562009105	11	5534	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102145.1_ASM910214v1	cladeC	unassigned	human
GCA.009101625.1.ASM910162v1	SAMN11944298	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	98.0906148867314	0.32362459546925565	0.4244158698285607	0.04859245977651143	6326685	13	542	542	198451	198451	25770	25770	11672.850553505536	11672.826568265682	0.8997179407541233	11	5513	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009101625.1_ASM910162v1	cladeC	unassigned	human
GCA.009101665.1.ASM910166v1	SAMN11944301	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	99.42826321467099	0.37756202804746497	0.42432867730698504	0.053138922570116195	6341105	4	538	538	177288	177288	22955	22955	11786.440520446096	11786.433085501858	0.8996596019148082	11	5516	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009101665.1_ASM910166v1	cladeC	unassigned	human
GCA.009102575.1.ASM910257v1	SAMN11944285	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	96.33421594586643	0.9916782246879333	0.42506747920814564	0.04231114127560605	6102991	0	788	788	176820	176820	17061	17061	7744.912436548223	7744.912436548223	0.9034229282002874	11	5594	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102575.1_ASM910257v1	cladeC	unassigned	human
GCA.009102375.1.ASM910237v1	SAMN11944296	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	96.59273035486629	1.407766990291262	0.4255140544744833	0.04523509931712425	6229157	2	876	876	161399	161399	12556	12556	7110.909817351599	7110.907534246576	0.9012542146553699	11	5718	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009102375.1_ASM910237v1	cladeC	unassigned	human
GCA.009101705.1.ASM910170v1	SAMN11944300	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	95.59159556732372	1.2081984897518878	0.4260156402129216	0.04413392098970833	6111170	0	965	965	167639	167639	12325	12325	6332.818652849741	6332.818652849741	0.9031802420813035	11	5623	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009101705.1_ASM910170v1	cladeC	unassigned	human
GCA.009101965.1.ASM910196v1	SAMN11944327	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	95.84450608722453	3.1391585760517797	0.4180709044460839	0.04600427433641637	6327337	61	935	939	54427	54427	11005	11005	6767.205347593583	6738.313099041534	0.8986442479671938	11	5925	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009101965.1_ASM910196v1	cladeC	unassigned	human
GCA.009101645.1.ASM910164v1	SAMN11944302	USA_Europe	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	96.33695951657117	1.1434735706580366	0.4270089787123606	0.03956088070748936	5960877	0	1221	1221	137185	137185	7170	7170	4881.963144963145	4881.963144963145	0.9039159841748119	11	5696	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_009101645.1_ASM910164v1	cladeC	unassigned	human
GCA.000210075.1.ASM21007v1	SAMEA3138363	siteUnknown	human_USA_Europe	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	98.57296964093081	0.10787486515641855	0.4189466922906655	0	5976145	175333	1	230	5976145	253205	5976145	48635	5976145	25220.921739130434	0.8627673859988337	11	4754	NA	NA	NA	ncbi_genomes	blood	FALSE	1	GCA_000210075.1_ASM21007v1	cladeC	unassigned	human
GCA.003458755.1.ASM345875v1	SAMN09734435	China	human_China	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	98.50233728874507	0.3640776699029126	0.41883252203080223	0.04816818701708699	6017484	0	271	271	146357	146357	49100	49100	22204.738007380074	22204.738007380074	0.8909954725263914	11	5395	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003458755.1_ASM345875v1	cladeB	unassigned	human
GCA.003473975.1.ASM347397v1	SAMN09734722	China	human_China	human	Homo sapiens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	Bacteroides	Bacteroides_xylanisolvens	98.48975188781014	0.4854368932038835	0.4203668625278315	0.04944952397396412	6152001	705	390	391	147964	147964	33775	33775	15774.361538461539	15732.21483375959	0.8925071696184704	11	5548	NA	NA	NA	ncbi_genomes	stool	FALSE	1	GCA_003473975.1_ASM347397v1	cladeC	unassigned	human
