Gene	copynum_iso1	copynum_iso2	iso1	iso2	diff	copy_diff	mrca	MRCA_iso1	MRCA_iso2	geneGainLoss	Gene.ID	contig	name	rank	is_dup	cluster_size	comp
group_365	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	1	loss	nochange	iso1_loss	POHGCOAF_01124	JADNHX010000019.1	group_365_group_365_28	28	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_9689	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	0	nochange	gain	iso2_gain	POHGCOAF_04212	JADNHX010000049.1	group_9689_group_9689_101	101	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_4599	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	0	nochange	gain	iso2_gain	POHGCOAF_05074	JADNHX010000062.1	group_4599_group_4599_128	128	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_4672	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	0	gain	nochange	iso1_gain	NFHIPIGD_02911	QSOU01000028.1	group_4672_group_4672_78	78	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_6547	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	1	nochange	loss	iso2_loss	NFHIPIGD_02670	QSOU01000024.1	group_6547_group_6547_60	60	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
agaA_3	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	0	gain	nochange	iso1_gain	NFHIPIGD_03524	QSOU01000031.1	agaA_3_agaA_3_92	92	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_138	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	1	nochange	loss	iso2_loss	NFHIPIGD_04348	QSOU01000006.1	group_138_group_138_97	97	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_11688	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	0	nochange	gain	iso2_gain	POHGCOAF_05714	JADNHX010000008.1	group_11688_group_11688_158	158	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_2003	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	1	loss	nochange	iso1_loss	POHGCOAF_05640	JADNHX010000007.1	group_2003_group_2003_121	121	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_4671	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	1	loss	nochange	iso1_loss	POHGCOAF_05000	JADNHX010000005.1	group_4671_group_4671_104	104	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_102	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	1	loss	nochange	iso1_loss	POHGCOAF_00990	JADNHX010000018.1	group_102_group_102_25	25	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_10369	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	0	nochange	gain	iso2_gain	POHGCOAF_05898	JADNHX010000009.1	group_10369_group_10369_174	174	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
rcsC_70	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	1	loss	nochange	iso1_loss	POHGCOAF_01381	JADNHX010000001.1	rcsC_70_rcsC_70_34	34	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_3859	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	0	nochange	gain	iso2_gain	POHGCOAF_00878	JADNHX010000017.1	group_3859_group_3859_27	27	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
resA_9	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	0	gain	nochange	iso1_gain	NFHIPIGD_04561	QSOU01000007.1	resA_9_resA_9_132	132	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_6287	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	1	loss	nochange	iso1_loss	POHGCOAF_05371	JADNHX010000071.1	group_6287_group_6287_111	111	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_9880	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	1	nochange	loss	iso2_loss	NFHIPIGD_03886	QSOU01000004.1	group_9880_group_9880_85	85	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_10502	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	1	loss	nochange	iso1_loss	POHGCOAF_03407	JADNHX010000037.1	group_10502_group_10502_67	67	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_2791	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	0	gain	nochange	iso1_gain	NFHIPIGD_04976	QSOU01000009.1	group_2791_group_2791_140	140	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_3609	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	0	gain	nochange	iso1_gain	NFHIPIGD_02241	QSOU01000002.1	group_3609_group_3609_59	59	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_6696	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	0	gain	nochange	iso1_gain	NFHIPIGD_00890	QSOU01000012.1	group_6696_group_6696_28	28	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_7042	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	1	loss	nochange	iso1_loss	POHGCOAF_02742	JADNHX010000002.1	group_7042_group_7042_56	56	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_10672	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	1	nochange	loss	iso2_loss	NFHIPIGD_04620	QSOU01000007.1	group_10672_group_10672_105	105	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_2884	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	1	loss	nochange	iso1_loss	POHGCOAF_03393	JADNHX010000037.1	group_2884_group_2884_66	66	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_4053	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	1	loss	nochange	iso1_loss	POHGCOAF_01173	JADNHX010000001.1	group_4053_group_4053_29	29	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_4049	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	0	nochange	gain	iso2_gain	POHGCOAF_00501	JADNHX010000013.1	group_4049_group_4049_18	18	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_1850	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	1	loss	nochange	iso1_loss	POHGCOAF_01324	JADNHX010000001.1	group_1850_group_1850_32	32	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_6511	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	0	gain	nochange	iso1_gain	NFHIPIGD_01325	QSOU01000015.1	group_6511_group_6511_43	43	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_6812	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	1	loss	nochange	iso1_loss	POHGCOAF_03382	JADNHX010000037.1	group_6812_group_6812_65	65	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_1937	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	1	nochange	loss	iso2_loss	NFHIPIGD_03672	QSOU01000036.1	group_1937_group_1937_78	78	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_4348	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	0	gain	nochange	iso1_gain	NFHIPIGD_04409	QSOU01000006.1	group_4348_group_4348_125	125	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_6089	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	0	nochange	gain	iso2_gain	POHGCOAF_01684	JADNHX010000020.1	group_6089_group_6089_43	43	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_9894	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	0	gain	nochange	iso1_gain	NFHIPIGD_02724	QSOU01000025.1	group_9894_group_9894_74	74	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
dtpB	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	0	gain	nochange	iso1_gain	NFHIPIGD_04485	QSOU01000006.1	dtpB_dtpB_127	127	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_1919	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	1	loss	nochange	iso1_loss	POHGCOAF_01418	JADNHX010000001.1	group_1919_group_1919_36	36	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_10739	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	1	nochange	loss	iso2_loss	NFHIPIGD_02349	QSOU01000020.1	group_10739_group_10739_53	53	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_10814	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	0	gain	nochange	iso1_gain	NFHIPIGD_02873	QSOU01000027.1	group_10814_group_10814_77	77	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_6426	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	1	loss	nochange	iso1_loss	POHGCOAF_01619	JADNHX010000020.1	group_6426_group_6426_41	41	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_6580	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	1	loss	nochange	iso1_loss	POHGCOAF_05409	JADNHX010000074.1	group_6580_group_6580_114	114	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_7553	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	1	loss	nochange	iso1_loss	POHGCOAF_00412	JADNHX010000012.1	group_7553_group_7553_13	13	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_2908	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	0	gain	nochange	iso1_gain	NFHIPIGD_04574	QSOU01000007.1	group_2908_group_2908_133	133	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_341	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	1	loss	nochange	iso1_loss	POHGCOAF_02019	JADNHX010000024.1	group_341_group_341_47	47	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
ltrA	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	0	nochange	gain	iso2_gain	POHGCOAF_05814	JADNHX010000093.1	ltrA_ltrA_164	164	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_4434	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	1	nochange	loss	iso2_loss	NFHIPIGD_01651	QSOU01000018.1	group_4434_group_4434_38	38	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_6334	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	1	nochange	loss	iso2_loss	NFHIPIGD_00553	QSOU01000010.1	group_6334_group_6334_16	16	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_8052	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	1	loss	nochange	iso1_loss	POHGCOAF_05680	JADNHX010000089.1	group_8052_group_8052_124	124	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_10777	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	0	gain	nochange	iso1_gain	NFHIPIGD_01762	QSOU01000019.1	group_10777_group_10777_51	51	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_4626	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	0	nochange	gain	iso2_gain	POHGCOAF_00133	JADNHX010000010.1	group_4626_group_4626_10	10	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_5293	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	1	loss	nochange	iso1_loss	POHGCOAF_04465	JADNHX010000004.1	group_5293_group_5293_92	92	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_10294	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	1	nochange	loss	iso2_loss	NFHIPIGD_00057	QSOU01000001.1	group_10294_group_10294_2	2	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_10358	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	0	gain	nochange	iso1_gain	NFHIPIGD_02651	QSOU01000024.1	group_10358_group_10358_69	69	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_10620	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	1	loss	nochange	iso1_loss	POHGCOAF_02726	JADNHX010000002.1	group_10620_group_10620_55	55	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_10781	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	1	nochange	loss	iso2_loss	NFHIPIGD_03722	QSOU01000038.1	group_10781_group_10781_80	80	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_13037	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	0	gain	nochange	iso1_gain	NFHIPIGD_00523	QSOU01000010.1	group_13037_group_13037_17	17	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_20082	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	1	nochange	loss	iso2_loss	NFHIPIGD_02934	QSOU01000029.1	group_20082_group_20082_64	64	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_4393	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	0	gain	nochange	iso1_gain	NFHIPIGD_00767	QSOU01000012.1	group_4393_group_4393_24	24	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_4438	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	0	gain	nochange	iso1_gain	NFHIPIGD_02618	QSOU01000023.1	group_4438_group_4438_68	68	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_6739	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	1	nochange	loss	iso2_loss	NFHIPIGD_03385	QSOU01000003.1	group_6739_group_6739_73	73	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_10331	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	1	nochange	loss	iso2_loss	NFHIPIGD_00325	QSOU01000001.1	group_10331_group_10331_10	10	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_1347	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	0	gain	nochange	iso1_gain	NFHIPIGD_01281	QSOU01000015.1	group_1347_group_1347_40	40	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_4296	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	0	nochange	gain	iso2_gain	POHGCOAF_00572	JADNHX010000014.1	group_4296_group_4296_21	21	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_9736	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	0	nochange	gain	iso2_gain	POHGCOAF_04976	JADNHX010000005.1	group_9736_group_9736_123	123	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_10381	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	0	gain	nochange	iso1_gain	NFHIPIGD_01071	QSOU01000014.1	group_10381_group_10381_32	32	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_10988	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	0	gain	nochange	iso1_gain	NFHIPIGD_03684	QSOU01000036.1	group_10988_group_10988_99	99	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_3102	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	0	nochange	gain	iso2_gain	POHGCOAF_05816	JADNHX010000095.1	group_3102_group_3102_166	166	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_4503	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	0	gain	nochange	iso1_gain	NFHIPIGD_04282	QSOU01000056.1	group_4503_group_4503_122	122	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_7644	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	0	gain	nochange	iso1_gain	NFHIPIGD_01166	QSOU01000014.1	group_7644_group_7644_35	35	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_3039	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	1	loss	nochange	iso1_loss	POHGCOAF_05654	JADNHX010000082.1	group_3039_group_3039_122	122	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_4359	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	0	nochange	gain	iso2_gain	POHGCOAF_05655	JADNHX010000082.1	group_4359_group_4359_150	150	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_654	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	1	nochange	loss	iso2_loss	NFHIPIGD_04525	QSOU01000066.1	group_654_group_654_103	103	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_6811	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	0	nochange	gain	iso2_gain	POHGCOAF_03396	JADNHX010000037.1	group_6811_group_6811_78	78	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_10370	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	0	nochange	gain	iso2_gain	POHGCOAF_05843	JADNHX010000009.1	group_10370_group_10370_170	170	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_10609	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	0	gain	nochange	iso1_gain	NFHIPIGD_01453	QSOU01000017.1	group_10609_group_10609_47	47	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_10741	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	1	nochange	loss	iso2_loss	NFHIPIGD_02301	QSOU01000020.1	group_10741_group_10741_50	50	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_11526	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	0	nochange	gain	iso2_gain	POHGCOAF_05815	JADNHX010000094.1	group_11526_group_11526_165	165	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_1402	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	0	nochange	gain	iso2_gain	POHGCOAF_04617	JADNHX010000052.1	group_1402_group_1402_109	109	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_5052	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	1	loss	nochange	iso1_loss	POHGCOAF_05672	JADNHX010000087.1	group_5052_group_5052_123	123	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_5017	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	0	nochange	gain	iso2_gain	POHGCOAF_01235	JADNHX010000001.1	group_5017_group_5017_32	32	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
xynB	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	1	nochange	loss	iso2_loss	NFHIPIGD_04772	QSOU01000008.1	xynB_xynB_107	107	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_7200	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	1	loss	nochange	iso1_loss	POHGCOAF_01790	JADNHX010000021.1	group_7200_group_7200_45	45	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_10684	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	0	gain	nochange	iso1_gain	NFHIPIGD_02056	QSOU01000002.1	group_10684_group_10684_57	57	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_11301	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	0	nochange	gain	iso2_gain	POHGCOAF_02838	JADNHX010000002.1	group_11301_group_11301_63	63	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_14078	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	0	gain	nochange	iso1_gain	NFHIPIGD_04848	QSOU01000008.1	group_14078_group_14078_137	137	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_16196	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	0	nochange	gain	iso2_gain	POHGCOAF_04904	JADNHX010000005.1	group_16196_group_16196_119	119	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
xerC_18	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	0	nochange	gain	iso2_gain	POHGCOAF_04687	JADNHX010000053.1	xerC_18_xerC_18_112	112	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_5290	0	1	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.015554165.1.ASM1555416v1	1	1	loss	nochange	iso1_loss	POHGCOAF_00530	JADNHX010000013.1	group_5290_group_5290_17	17	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
group_6685	1	0	GCA.003466305.1.ASM346630v1	GCA.015554165.1.ASM1555416v1	GCA.003466305.1.ASM346630v1	1	0	gain	nochange	iso1_gain	NFHIPIGD_01462	QSOU01000017.1	group_6685_group_6685_48	48	0	1	GCA.003466305.1.ASM346630v1_GCA.015554165.1.ASM1555416v1
